period,cohort,cohort_month,origin,family,model_id,model_name,quantile,representation,n_train_breaches,train_order_id_sha256,fitted_model_sha256,model_hash_type,unconditional_training_quantile,unconditional_reference_loss,baseline_pinball_loss,dq0_reference_loss,skill,skill_vs_dq0,skill_vs_unconditional,nominal_coverage,order_id_sha256,n_orders,pinball_loss,empirical_coverage,coverage_error,median_prediction,mean_prediction,median_actual,mean_actual,mean_exceedance,p90_absolute_error,model_family,specification,n_obs,coverage,comparison,reference_model,reference_specification,later_month_count,primary_evidence_available,median_skill,favourable_month_count,high_support_guard_available,high_support_median_skill,high_support_favourable_month_count,support_ge20_gain_present,high_support_guard,gain_only_low_support,coverage_guard_available,median_absolute_coverage_error_deterioration,coverage_not_materially_worse,coverage_materially_worse,all_guards_available,all_guards_pass,evidence_status,evidence_label,evidence_reason,constituent_fitted_model_count
aggregate,later_pooled,later_pooled,,xgboost_quantile,DQB,Promise + both profile blocks,0.5,full,,multiple_expanding_training_sets,9cfa9e6ca00dd87b36ca868ecba32fa08132ab96fcd8e842a07700539a6a5241,composite_fitted_models,,3.59792924935,3.59610223756,3.59610223756,-0.000134960218281,-0.000134960218281,0.000372903676723,0.5,118782cfc610a9028878d750598e5fe92f9ee67f521716c506bc37135f89b805,3477,3.59658756831,0.443773367846,-0.0562266321542,6.03000020981,6.03761870744,7,10.6450963474,10.607773967,16.9699997902,xgboost_quantile,DQB,3477,0.443773367846,DQB-DQ0,DQ0,DQ0,6,True,-0.000152139854368,2,True,-0.000254464465177,1,False,False,True,True,-0.000880974879912,True,False,True,False,Not-supported,Not-supported,nonpositive_median_skill_or_fewer_than_four_favourable_months,6
aggregate,later_pooled,later_pooled,,xgboost_quantile,DQB,Promise + both profile blocks,0.9,full,,multiple_expanding_training_sets,30790a5a5c360129fb0239e9021c603dc14622e7ea81670c3f80bcf5ed276fb7,composite_fitted_models,,2.76583261432,2.75411993169,2.75411993169,-0.00283622681374,-0.00283622681374,0.00141056035563,0.9,118782cfc610a9028878d750598e5fe92f9ee67f521716c506bc37135f89b805,3477,2.76193124049,0.870578084556,-0.0294219154443,20.7799091339,20.3995570297,7,10.6450963474,13.803575431,19.5787906647,xgboost_quantile,DQB,3477,0.870578084556,DQB-DQ0,DQ0,DQ0,6,True,-0.00411813543947,2,True,-0.00385617313606,2,False,False,True,True,0.00161987041037,True,False,True,False,Not-supported,Not-supported,nonpositive_median_skill_or_fewer_than_four_favourable_months,6
aggregate,later_pooled,later_pooled,,xgboost_quantile,DQG,Promise + state-OD profiles,0.5,full,,multiple_expanding_training_sets,da39cda1a98c91b5f54ad66509a0e2c6672ac1dc263860b21fbbc21bc585f251,composite_fitted_models,,3.59792924935,3.59610223756,3.59610223756,0.000119965337629,0.000119965337629,0.000627699782618,0.5,118782cfc610a9028878d750598e5fe92f9ee67f521716c506bc37135f89b805,3477,3.59567082995,0.442335346563,-0.0576646534369,6,6.03927960669,7,10.6450963474,10.5772871993,16.9699997902,xgboost_quantile,DQG,3477,0.442335346563,DQG-DQ0,DQ0,DQ0,6,True,1.90782815425e-05,3,True,7.00762099052e-05,3,False,False,True,True,-0.000218394439115,True,False,True,False,Not-supported,Not-supported,nonpositive_median_skill_or_fewer_than_four_favourable_months,6
aggregate,later_pooled,later_pooled,,xgboost_quantile,DQG,Promise + state-OD profiles,0.9,full,,multiple_expanding_training_sets,3c952bd803f164d63d8c8caac907ec6f99c06fb164f16958b3929586e1b02d8e,composite_fitted_models,,2.76583261432,2.75411993169,2.75411993169,0.00158808124833,0.00158808124833,0.00581613246241,0.9,118782cfc610a9028878d750598e5fe92f9ee67f521716c506bc37135f89b805,3477,2.74974616547,0.872878918608,-0.027121081392,20.7145729065,20.4516889113,7,10.6450963474,13.9165501875,19.644908905,xgboost_quantile,DQG,3477,0.872878918608,DQG-DQ0,DQ0,DQ0,6,True,-0.00201792974276,2,True,-0.00249204982777,1,False,False,True,True,0.000753012048193,True,False,True,False,Not-supported,Not-supported,nonpositive_median_skill_or_fewer_than_four_favourable_months,6
aggregate,later_pooled,later_pooled,,xgboost_quantile,DQS,Promise + seller profiles,0.5,full,,multiple_expanding_training_sets,809c2830cdc43748699a5a0f5dfbb76def9f6a6eb3906385a5413373b479bd60,composite_fitted_models,,3.59792924935,3.59610223756,3.59610223756,-9.65721240587e-05,-9.65721240587e-05,0.000411272277649,0.5,118782cfc610a9028878d750598e5fe92f9ee67f521716c506bc37135f89b805,3477,3.5964495208,0.436870865689,-0.0631291343112,6.03000020981,6.03858502624,7,10.6450963474,10.4766470458,16.9699997902,xgboost_quantile,DQS,3477,0.436870865689,DQS-DQ0,DQ0,DQ0,6,True,7.76680377993e-05,4,True,3.65227418964e-06,3,False,False,True,True,-0.000539956803456,True,False,True,False,Not-supported,Not-supported,gain_confined_to_lower_support_orders,6
aggregate,later_pooled,later_pooled,,xgboost_quantile,DQS,Promise + seller profiles,0.9,full,,multiple_expanding_training_sets,24cfa5d4861c29f7985755b791bce657dbe4cfdb15a3b9bce2c4f7be952438db,composite_fitted_models,,2.76583261432,2.75411993169,2.75411993169,-0.00495868462372,-0.00495868462372,-0.000702909320139,0.9,118782cfc610a9028878d750598e5fe92f9ee67f521716c506bc37135f89b805,3477,2.76777674385,0.867989646247,-0.0320103537532,20.8659038544,20.4589033552,7,10.6450963474,13.532241921,19.7178668976,xgboost_quantile,DQS,3477,0.867989646247,DQS-DQ0,DQ0,DQ0,6,True,-0.00466230145562,0,True,-0.00368460306302,1,False,False,True,True,0.00248138957816,True,False,True,False,Not-supported,Not-supported,nonpositive_median_skill_or_fewer_than_four_favourable_months,6
later,2018-01,2018-01,2018-01-01,linear_quantile,DQ0,Direct promise severity baseline,0.5,full,1575,e6a57d0489d8ee13591169e9f3fa6f0c76d0a20b8826c31bd454f882ce01994b,fc078bd22692b9cd475d979e12973f243d2bb27e288edba4b8ac8180a3799271,sha256_pickle_protocol_5_fitted_wrapper,5,4.31389578164,4.23722268556,4.23722268556,0,0,0.0177735160881,0.5,cc962f7c6748592fd8cbeb18e371836d602ddaae3749434d4bfdae9acdb702b7,403,4.23722268556,0.416873449132,-0.0831265508685,5.72981384229,5.76882355858,7,11.8808933002,12.5071608308,19.226065758,linear_quantile,DQ0,403,0.416873449132,DQ0_reference,,,,,,,,,,,,,,,,,,,Reference,Reference,,
later,2018-01,2018-01,2018-01-01,linear_quantile,DQ0,Direct promise severity baseline,0.9,full,1575,e6a57d0489d8ee13591169e9f3fa6f0c76d0a20b8826c31bd454f882ce01994b,07312148fe961b4d27a1cfce579062f249325e76c8f32140aec905bfaf4f0b4c,sha256_pickle_protocol_5_fitted_wrapper,17,4.05037220844,3.91393097227,3.91393097227,0,0,0.0336860982519,0.9,cc962f7c6748592fd8cbeb18e371836d602ddaae3749434d4bfdae9acdb702b7,403,3.91393097227,0.826302729529,-0.0736972704715,18.3552736439,18.5051619076,7,11.8808933002,18.7193736707,18.4541437647,linear_quantile,DQ0,403,0.826302729529,DQ0_reference,,,,,,,,,,,,,,,,,,,Reference,Reference,,
later,2018-01,2018-01,2018-01-01,linear_quantile,DQB,Promise + both profile blocks,0.5,full,1575,e6a57d0489d8ee13591169e9f3fa6f0c76d0a20b8826c31bd454f882ce01994b,3e865ad0d6c2134f4621b5d6a2bff082d3a7a972a73b8d27afc0b6cb110b97c8,sha256_pickle_protocol_5_fitted_wrapper,5,4.31389578164,4.23722268556,4.23722268556,-0.000963327506661,-0.000963327506661,0.0168273102984,0.5,cc962f7c6748592fd8cbeb18e371836d602ddaae3749434d4bfdae9acdb702b7,403,4.24130451873,0.446650124069,-0.0533498759305,6.21481043493,6.15250612823,7,11.8808933002,12.8408777408,18.538171383,linear_quantile,DQB,403,0.446650124069,DQB-DQ0,DQ0,DQ0,6,True,-0.00174129588923,2,True,-0.00465990824144,3,False,False,True,True,0.0119368318344,True,False,True,False,Not-supported,Not-supported,nonpositive_median_skill_or_fewer_than_four_favourable_months,
later,2018-01,2018-01,2018-01-01,linear_quantile,DQB,Promise + both profile blocks,0.9,full,1575,e6a57d0489d8ee13591169e9f3fa6f0c76d0a20b8826c31bd454f882ce01994b,8febeaa9c51b59c3ba2ad6053f26a72fd9918c515f1422f78bbe96ac7db1dad6,sha256_pickle_protocol_5_fitted_wrapper,17,4.05037220844,3.91393097227,3.91393097227,-0.0100480214148,-0.0100480214148,0.0239765554737,0.9,cc962f7c6748592fd8cbeb18e371836d602ddaae3749434d4bfdae9acdb702b7,403,3.95325823449,0.813895781638,-0.0861042183623,17.7917627595,17.9986415311,7,11.8808933002,17.9549041973,18.0718958775,linear_quantile,DQB,403,0.813895781638,DQB-DQ0,DQ0,DQ0,6,True,-0.00513196219554,1,True,-0.00467413404641,2,False,False,True,True,0.00649359815921,True,False,True,False,Not-supported,Not-supported,nonpositive_median_skill_or_fewer_than_four_favourable_months,
later,2018-01,2018-01,2018-01-01,linear_quantile,DQG,Promise + state-OD profiles,0.5,full,1575,e6a57d0489d8ee13591169e9f3fa6f0c76d0a20b8826c31bd454f882ce01994b,c55cda28df574f670b3f1d60d36c91971b5d06ca1aa678db906a5756fcd633ae,sha256_pickle_protocol_5_fitted_wrapper,5,4.31389578164,4.23722268556,4.23722268556,0.00308195419239,0.00308195419239,0.0208006931181,0.5,cc962f7c6748592fd8cbeb18e371836d602ddaae3749434d4bfdae9acdb702b7,403,4.22416375934,0.449131513648,-0.0508684863524,6.3840198451,6.17865850441,7,11.8808933002,12.8438662449,18.6432967151,linear_quantile,DQG,403,0.449131513648,DQG-DQ0,DQ0,DQ0,6,True,-0.00502930204561,3,True,-0.00443833023516,3,False,False,True,True,0.0201086034278,True,False,True,False,Not-supported,Not-supported,nonpositive_median_skill_or_fewer_than_four_favourable_months,
later,2018-01,2018-01,2018-01-01,linear_quantile,DQG,Promise + state-OD profiles,0.9,full,1575,e6a57d0489d8ee13591169e9f3fa6f0c76d0a20b8826c31bd454f882ce01994b,6e888c90913df3f35fc91ae107390d3f90651473bdd3f7ce6bcd088a830df933,sha256_pickle_protocol_5_fitted_wrapper,17,4.05037220844,3.91393097227,3.91393097227,-0.0197745187998,-0.0197745187998,0.0145777058353,0.9,cc962f7c6748592fd8cbeb18e371836d602ddaae3749434d4bfdae9acdb702b7,403,3.99132707386,0.808933002481,-0.0910669975186,17.6785768535,17.7788533899,7,11.8808933002,17.8028184306,18.059652085,linear_quantile,DQG,403,0.808933002481,DQG-DQ0,DQ0,DQ0,6,True,-0.00250912580818,3,True,-0.00192141993833,3,False,False,True,True,0.00439664202777,True,False,True,False,Not-supported,Not-supported,nonpositive_median_skill_or_fewer_than_four_favourable_months,
later,2018-01,2018-01,2018-01-01,linear_quantile,DQS,Promise + seller profiles,0.5,full,1575,e6a57d0489d8ee13591169e9f3fa6f0c76d0a20b8826c31bd454f882ce01994b,2782d4b6f92c7fa4e75545c1f24f3397e317b4d50e9317cc74c232c84fd4572e,sha256_pickle_protocol_5_fitted_wrapper,5,4.31389578164,4.23722268556,4.23722268556,-0.00222860787342,-0.00222860787342,0.0155845184126,0.5,cc962f7c6748592fd8cbeb18e371836d602ddaae3749434d4bfdae9acdb702b7,403,4.2466657934,0.424317617866,-0.075682382134,5.7404150646,5.73457178597,7,11.8808933002,12.7150435339,19.4145829935,linear_quantile,DQS,403,0.424317617866,DQS-DQ0,DQ0,DQ0,6,True,0.000519832297006,3,True,-0.00279893963735,2,False,False,True,True,0.00107991360691,True,False,True,False,Not-supported,Not-supported,nonpositive_median_skill_or_fewer_than_four_favourable_months,
later,2018-01,2018-01,2018-01-01,linear_quantile,DQS,Promise + seller profiles,0.9,full,1575,e6a57d0489d8ee13591169e9f3fa6f0c76d0a20b8826c31bd454f882ce01994b,7961a6f1adae616f90d9609e77458e35bb391f63182a8f0551bc510c969ac665,sha256_pickle_protocol_5_fitted_wrapper,17,4.05037220844,3.91393097227,3.91393097227,0.00434252522095,0.00434252522095,0.0378823407416,0.9,cc962f7c6748592fd8cbeb18e371836d602ddaae3749434d4bfdae9acdb702b7,403,3.89693462831,0.826302729529,-0.0736972704715,18.1905332719,18.3681820605,7,11.8808933002,18.7003845453,18.1631974845,linear_quantile,DQS,403,0.826302729529,DQS-DQ0,DQ0,DQ0,6,True,-0.00243285667054,1,True,-0.00562775234751,1,False,False,True,True,0,True,False,True,False,Not-supported,Not-supported,nonpositive_median_skill_or_fewer_than_four_favourable_months,
later,2018-01,2018-01,2018-01-01,xgboost_quantile,DQ0,Direct promise severity baseline,0.5,full,1575,e6a57d0489d8ee13591169e9f3fa6f0c76d0a20b8826c31bd454f882ce01994b,2f7d52cc1fa27e620b23f413aec5f89275f4c1bcb712ae4a9add5ed9bc539444,sha256_pickle_protocol_5_fitted_wrapper,5,4.31389578164,4.31145781145,4.31145781145,0,0,0.000565143505115,0.5,cc962f7c6748592fd8cbeb18e371836d602ddaae3749434d4bfdae9acdb702b7,403,4.31145781145,0.401985111663,-0.0980148883375,5,5.02393304621,7,11.8808933002,12.9427177975,19.9429999352,xgboost_quantile,DQ0,403,0.401985111663,DQ0_reference,,,,,,,,,,,,,,,,,,,Reference,Reference,,
later,2018-01,2018-01,2018-01-01,xgboost_quantile,DQ0,Direct promise severity baseline,0.9,full,1575,e6a57d0489d8ee13591169e9f3fa6f0c76d0a20b8826c31bd454f882ce01994b,e2fd783251d9e4069250562f94b1bcc195a58541f5ac7b002681cd15ff5488f2,sha256_pickle_protocol_5_fitted_wrapper,17,4.05037220844,3.99849137952,3.99849137952,0,0,0.0128089040326,0.9,cc962f7c6748592fd8cbeb18e371836d602ddaae3749434d4bfdae9acdb702b7,403,3.99849137952,0.806451612903,-0.0935483870968,16.9998950958,17.6163836164,7,11.8808933002,17.6955354642,16.6986923218,xgboost_quantile,DQ0,403,0.806451612903,DQ0_reference,,,,,,,,,,,,,,,,,,,Reference,Reference,,
later,2018-01,2018-01,2018-01-01,xgboost_quantile,DQB,Promise + both profile blocks,0.5,full,1575,e6a57d0489d8ee13591169e9f3fa6f0c76d0a20b8826c31bd454f882ce01994b,83ea90889ffbe98ba0a6b0c59de775a492a3c4b315a00d9f1042ea2382df6b47,sha256_pickle_protocol_5_fitted_wrapper,5,4.31389578164,4.31145781145,4.31145781145,-0.000129494632217,-0.000129494632217,0.000435722055948,0.5,cc962f7c6748592fd8cbeb18e371836d602ddaae3749434d4bfdae9acdb702b7,403,4.3120161221,0.397022332506,-0.102977667494,5.03000020981,5.02132767306,7,11.8808933002,12.8392797164,19.9699997902,xgboost_quantile,DQB,403,0.397022332506,DQB-DQ0,DQ0,DQ0,6,True,-0.000152139854368,2,True,-0.000254464465177,1,False,False,True,True,-0.000880974879912,True,False,True,False,Not-supported,Not-supported,nonpositive_median_skill_or_fewer_than_four_favourable_months,
later,2018-01,2018-01,2018-01-01,xgboost_quantile,DQB,Promise + both profile blocks,0.9,full,1575,e6a57d0489d8ee13591169e9f3fa6f0c76d0a20b8826c31bd454f882ce01994b,113bae262b787fa72764a1a07b8849a0942304c91bc17ee60dfa77d1822242fb,sha256_pickle_protocol_5_fitted_wrapper,17,4.05037220844,3.99849137952,3.99849137952,-0.0134393822764,-0.0134393822764,-0.000458334485945,0.9,cc962f7c6748592fd8cbeb18e371836d602ddaae3749434d4bfdae9acdb702b7,403,4.0522286337,0.806451612903,-0.0935483870968,17.1143398285,17.1194687694,7,11.8808933002,18.2299172817,16.236371994,xgboost_quantile,DQB,403,0.806451612903,DQB-DQ0,DQ0,DQ0,6,True,-0.00411813543947,2,True,-0.00385617313606,2,False,False,True,True,0.00161987041037,True,False,True,False,Not-supported,Not-supported,nonpositive_median_skill_or_fewer_than_four_favourable_months,
later,2018-01,2018-01,2018-01-01,xgboost_quantile,DQG,Promise + state-OD profiles,0.5,full,1575,e6a57d0489d8ee13591169e9f3fa6f0c76d0a20b8826c31bd454f882ce01994b,aab35819807e78e72bdd80568e4cd72ed9baadbc3784d373f720a9761c591981,sha256_pickle_protocol_5_fitted_wrapper,5,4.31389578164,4.31145781145,4.31145781145,7.33786678441e-05,7.33786678441e-05,0.000638480703482,0.5,cc962f7c6748592fd8cbeb18e371836d602ddaae3749434d4bfdae9acdb702b7,403,4.31114144242,0.397022332506,-0.102977667494,5.03000020981,5.03305212026,7,11.8808933002,12.828106992,19.9400000572,xgboost_quantile,DQG,403,0.397022332506,DQG-DQ0,DQ0,DQ0,6,True,1.90782815425e-05,3,True,7.00762099052e-05,3,False,False,True,True,-0.000218394439115,True,False,True,False,Not-supported,Not-supported,nonpositive_median_skill_or_fewer_than_four_favourable_months,
later,2018-01,2018-01,2018-01-01,xgboost_quantile,DQG,Promise + state-OD profiles,0.9,full,1575,e6a57d0489d8ee13591169e9f3fa6f0c76d0a20b8826c31bd454f882ce01994b,656dc7795137addc1ee59628935e56685e17a493457b663d41044c122f199542,sha256_pickle_protocol_5_fitted_wrapper,17,4.05037220844,3.99849137952,3.99849137952,-0.00750139439457,-0.00750139439457,0.00540359427895,0.9,cc962f7c6748592fd8cbeb18e371836d602ddaae3749434d4bfdae9acdb702b7,403,4.02848564034,0.801488833747,-0.0985111662531,16.9246368408,17.0968821126,7,11.8808933002,17.665942049,16.3882511139,xgboost_quantile,DQG,403,0.801488833747,DQG-DQ0,DQ0,DQ0,6,True,-0.00201792974276,2,True,-0.00249204982777,1,False,False,True,True,0.000753012048193,True,False,True,False,Not-supported,Not-supported,nonpositive_median_skill_or_fewer_than_four_favourable_months,
later,2018-01,2018-01,2018-01-01,xgboost_quantile,DQS,Promise + seller profiles,0.5,full,1575,e6a57d0489d8ee13591169e9f3fa6f0c76d0a20b8826c31bd454f882ce01994b,916bb843ae3f3e3d8ee628f362000c3dcf73dc35ddc9c81f653670650bc02488,sha256_pickle_protocol_5_fitted_wrapper,5,4.31389578164,4.31145781145,4.31145781145,-0.000643159440575,-0.000643159440575,-7.76524580792e-05,0.5,cc962f7c6748592fd8cbeb18e371836d602ddaae3749434d4bfdae9acdb702b7,403,4.31423076625,0.374689826303,-0.125310173697,5,5.01086849374,7,11.8808933002,12.3926388782,20.0359999657,xgboost_quantile,DQS,403,0.374689826303,DQS-DQ0,DQ0,DQ0,6,True,7.76680377993e-05,4,True,3.65227418964e-06,3,False,False,True,True,-0.000539956803456,True,False,True,False,Not-supported,Not-supported,gain_confined_to_lower_support_orders,
later,2018-01,2018-01,2018-01-01,xgboost_quantile,DQS,Promise + seller profiles,0.9,full,1575,e6a57d0489d8ee13591169e9f3fa6f0c76d0a20b8826c31bd454f882ce01994b,dcb65436ec5bc3b02dd9dd5ef30f54fb48ec421050f18d579dfe337354a644e5,sha256_pickle_protocol_5_fitted_wrapper,17,4.05037220844,3.99849137952,3.99849137952,-0.0135141589038,-0.0135141589038,-0.000532153306665,0.9,cc962f7c6748592fd8cbeb18e371836d602ddaae3749434d4bfdae9acdb702b7,403,4.0525276274,0.801488833747,-0.0985111662531,17.0912475586,17.1940008925,7,11.8808933002,17.7381299734,16.3903064728,xgboost_quantile,DQS,403,0.801488833747,DQS-DQ0,DQ0,DQ0,6,True,-0.00466230145562,0,True,-0.00368460306302,1,False,False,True,True,0.00248138957816,True,False,True,False,Not-supported,Not-supported,nonpositive_median_skill_or_fewer_than_four_favourable_months,
