period,cohort,cohort_month,origin,family,model_id,model_name,representation,probability_type,probability_variant,calibration_method,n_train,train_order_id_sha256,fitted_model_sha256,model_hash_type,n_orders,n_events,prevalence,log_loss,brier,average_precision,roc_auc,top_5pct_lift,top_10pct_lift,top_10pct_recall,calibration_intercept,calibration_slope,wace,calibration_invalid_reason,order_id_sha256,model_family,specification,n_obs,brier_score,top10_lift,comparison,reference_model,reference_specification,representation_evidence,later_month_count,primary_evidence_available,median_delta_log_loss,median_delta_brier,both_improved_month_count,high_support_guard_available,high_support_median_delta_log_loss,high_support_median_delta_brier,high_support_material_reversal,high_support_no_material_reversal,calibration_guard_available,median_delta_wace,median_delta_absolute_calibration_slope_error,calibration_not_systematically_worse,calibration_systematically_worse,score_guard_available,score_only_median_delta_log_loss,full_beats_metadata_log_loss,full_no_metadata_brier_worsening,score_contributes,benefit_not_metadata_only,all_guards_available,all_guards_pass,evidence_status,evidence_label,evidence_reason,delta_log_loss,delta_brier,delta_brier_score,delta_average_precision,delta_roc_auc,delta_top_10pct_lift,delta_top10_lift,delta_calibration_intercept,delta_calibration_slope,delta_log_loss_lower,delta_log_loss_upper,delta_brier_lower,delta_brier_upper,constituent_fitted_model_count
aggregate,later_pooled,later_pooled,,xgboost,DPB,Promise + both profile blocks,full,calibrated,calibrated,none,,multiple_expanding_training_sets,1d75b230f0d829aa3a60afc915ee561f2fcceba15ba578d35551191292494b44,composite_fitted_models,40270,3477,0.086342190216,0.304429684579,0.0801212373071,0.0853812412645,0.458842105717,1.41466164802,0.949094046592,0.0949094046592,-4.5582789391,-0.793010599891,0.0556371044691,,72cfdc8f6be208328a97da86166024c4a11b6099541993e6da4d9e100c5d76d2,xgboost,DPB,40270,0.0801212373071,0.949094046592,DPB-DP0,DP0,DP0,full,6,True,-0.00229967244447,-0.000293696109202,5,True,-0.0021127497292,-0.000266410356161,False,True,True,0.00431574578376,2.43431455748,False,True,True,-0.00345421615059,True,True,True,True,True,False,Mixed,Mixed,required_guard_unavailable_or_failed,-0.00264201929194,-0.000293070443649,-0.000293070443649,0.008569781964,0.0265565631619,0.0834052343975,0.0834052343975,2.32257040157,0.81309625799,-0.00409883273241,-0.00136321460318,-0.000462650853345,-0.000151374321176,6
aggregate,later_pooled,later_pooled,,xgboost,DPB,Promise + both profile blocks,full,raw,raw,none,,multiple_expanding_training_sets,1d75b230f0d829aa3a60afc915ee561f2fcceba15ba578d35551191292494b44,composite_fitted_models,40270,3477,0.086342190216,0.304429684579,0.0801212373071,0.0853812412645,0.458842105717,1.41466164802,0.949094046592,0.0949094046592,-4.5582789391,-0.793010599891,0.0556371044691,,72cfdc8f6be208328a97da86166024c4a11b6099541993e6da4d9e100c5d76d2,xgboost,DPB,40270,0.0801212373071,0.949094046592,DPB-DP0,DP0,DP0,full,6,True,-0.00229967244447,-0.000293696109202,5,True,-0.0021127497292,-0.000266410356161,False,True,True,0.00431574578376,2.43431455748,False,True,True,-0.00345421615059,True,True,True,True,True,False,Mixed,Mixed,required_guard_unavailable_or_failed,-0.00264201929194,-0.000293070443649,-0.000293070443649,0.008569781964,0.0265565631619,0.0834052343975,0.0834052343975,2.32257040157,0.81309625799,-0.00409883273241,-0.00136321460318,-0.000462650853345,-0.000151374321176,6
aggregate,later_pooled,later_pooled,,xgboost,DPG,Promise + geographic profiles,full,calibrated,calibrated,none,,multiple_expanding_training_sets,5ce52ead9ab04983efd74f8ba66512b8fdef2d522452ab511fe12739c559cce7,composite_fitted_models,40270,3477,0.086342190216,0.304988122182,0.0801793172495,0.084987215555,0.453608475077,1.34565376275,1.07563991947,0.107563991947,-4.72703849088,-0.849217409352,0.0574403522764,,72cfdc8f6be208328a97da86166024c4a11b6099541993e6da4d9e100c5d76d2,xgboost,DPG,40270,0.0801793172495,1.07563991947,DPG-DP0,DP0,DP0,full,6,True,-0.00197620878246,-0.00026123594082,5,True,-0.00209210496204,-0.000278590971538,False,True,True,0.00361843907148,0.978250023739,False,True,True,-0.00240607535493,False,False,True,True,True,False,Mixed,Mixed,required_guard_unavailable_or_failed,-0.00208358168925,-0.000234990501204,-0.000234990501204,0.00817575625456,0.0213229325228,0.209951107276,0.209951107276,2.15381084979,0.75688944853,-0.00301524581808,-0.00128256206664,-0.000341513491146,-0.000134419986147,6
aggregate,later_pooled,later_pooled,,xgboost,DPG,Promise + geographic profiles,full,raw,raw,none,,multiple_expanding_training_sets,5ce52ead9ab04983efd74f8ba66512b8fdef2d522452ab511fe12739c559cce7,composite_fitted_models,40270,3477,0.086342190216,0.304988122182,0.0801793172495,0.084987215555,0.453608475077,1.34565376275,1.07563991947,0.107563991947,-4.72703849088,-0.849217409352,0.0574403522764,,72cfdc8f6be208328a97da86166024c4a11b6099541993e6da4d9e100c5d76d2,xgboost,DPG,40270,0.0801793172495,1.07563991947,DPG-DP0,DP0,DP0,full,6,True,-0.00197620878246,-0.00026123594082,5,True,-0.00209210496204,-0.000278590971538,False,True,True,0.00361843907148,0.978250023739,False,True,True,-0.00240607535493,False,False,True,True,True,False,Mixed,Mixed,required_guard_unavailable_or_failed,-0.00208358168925,-0.000234990501204,-0.000234990501204,0.00817575625456,0.0213229325228,0.209951107276,0.209951107276,2.15381084979,0.75688944853,-0.00301524581808,-0.00128256206664,-0.000341513491146,-0.000134419986147,6
aggregate,later_pooled,later_pooled,,xgboost,DPS,Promise + seller profiles,full,calibrated,calibrated,none,,multiple_expanding_training_sets,dff34e173d81f155fba985cacc0d6b5d712930afd91036e0f51d2d000e39cb1f,composite_fitted_models,40270,3477,0.086342190216,0.30682243679,0.0803892473253,0.0711296009739,0.420476887614,0.770588052171,0.675870002876,0.0675870002876,-6.82124472026,-1.58735578384,0.0503459161882,,72cfdc8f6be208328a97da86166024c4a11b6099541993e6da4d9e100c5d76d2,xgboost,DPS,40270,0.0803892473253,0.675870002876,DPS-DP0,DP0,DP0,full,6,True,-0.000144657998041,-1.96016143433e-05,5,True,-9.00338311444e-05,-1.56794437653e-05,False,True,True,-0.000743503690553,-2.55850693217,True,False,True,-0.000359882171151,True,False,True,True,True,True,Supported,Supported,both_medians_improve_at_least_four_months_all_guards_pass,-0.000249267081702,-2.50604254213e-05,-2.50604254213e-05,-0.0056818583266,-0.011808654941,-0.189818809318,-0.189818809318,0.0596046204128,0.0187510740453,-0.0005944880424,5.34926038726e-05,-6.40502803776e-05,8.66950236262e-06,6
aggregate,later_pooled,later_pooled,,xgboost,DPS,Promise + seller profiles,full,raw,raw,none,,multiple_expanding_training_sets,dff34e173d81f155fba985cacc0d6b5d712930afd91036e0f51d2d000e39cb1f,composite_fitted_models,40270,3477,0.086342190216,0.30682243679,0.0803892473253,0.0711296009739,0.420476887614,0.770588052171,0.675870002876,0.0675870002876,-6.82124472026,-1.58735578384,0.0503459161882,,72cfdc8f6be208328a97da86166024c4a11b6099541993e6da4d9e100c5d76d2,xgboost,DPS,40270,0.0803892473253,0.675870002876,DPS-DP0,DP0,DP0,full,6,True,-0.000144657998041,-1.96016143433e-05,5,True,-9.00338311444e-05,-1.56794437653e-05,False,True,True,-0.000743503690553,-2.55850693217,True,False,True,-0.000359882171151,True,False,True,True,True,True,Supported,Supported,both_medians_improve_at_least_four_months_all_guards_pass,-0.000249267081702,-2.50604254213e-05,-2.50604254213e-05,-0.0056818583266,-0.011808654941,-0.189818809318,-0.189818809318,0.0596046204128,0.0187510740453,-0.0005944880424,5.34926038726e-05,-6.40502803776e-05,8.66950236262e-06,6
later,2018-01,2018-01,2018-01-01,logistic_l2,DP0,Direct promise baseline,full,calibrated,calibrated,none,35981,96cab33fe9aa2c645b95d864cd8ad73f21f028817e839c487b423b134b3104f9,46675fb422177ee9b1dd69df4d376e1fe67a3a99808c8cc426182a494de07334,sha256_pickle_protocol_5_fitted_wrapper,7069,403,0.0570094780025,0.223246686157,0.054136770414,0.0508291207197,0.475224073276,0.594608234849,0.645070036958,0.0645161290323,-3.51670146207,-0.224002812737,0.0239037354081,,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6,logistic_l2,DP0,7069,0.054136770414,0.645070036958,DP0_reference,,,,,,,,,,,,,,,,,,,,,,,,,,,Reference,Reference,,,,,,,,,,,,,,,
later,2018-01,2018-01,2018-01-01,logistic_l2,DP0,Direct promise baseline,full,raw,raw,none,35981,96cab33fe9aa2c645b95d864cd8ad73f21f028817e839c487b423b134b3104f9,46675fb422177ee9b1dd69df4d376e1fe67a3a99808c8cc426182a494de07334,sha256_pickle_protocol_5_fitted_wrapper,7069,403,0.0570094780025,0.223246686157,0.054136770414,0.0508291207197,0.475224073276,0.594608234849,0.645070036958,0.0645161290323,-3.51670146207,-0.224002812737,0.0239037354081,,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6,logistic_l2,DP0,7069,0.054136770414,0.645070036958,DP0_reference,,,,,,,,,,,,,,,,,,,,,,,,,,,Reference,Reference,,,,,,,,,,,,,,,
later,2018-01,2018-01,2018-01-01,logistic_l2,DPB,Promise + both profile blocks,full,calibrated,calibrated,none,35981,96cab33fe9aa2c645b95d864cd8ad73f21f028817e839c487b423b134b3104f9,57943f75a2d0f9777a4efa05946db9096d4f33b3b726106f0f1aee51573a8f05,sha256_pickle_protocol_5_fitted_wrapper,7069,403,0.0570094780025,0.20632080035,0.0521303101206,0.128738075356,0.688136307427,3.27034529167,2.50584898972,0.250620347395,-0.0911194650264,0.933844777076,0.00978790682322,,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6,logistic_l2,DPB,7069,0.0521303101206,2.50584898972,DPB-DP0,DP0,DP0,full,6,True,-0.0188355042404,-0.00146902299902,5,True,-0.0178964373712,-0.00140057680524,False,True,True,-0.0166763314017,-3.63404763384,True,False,True,-0.0194931043395,True,False,True,True,True,True,Supported,Supported,both_medians_improve_at_least_four_months_all_guards_pass,-0.0169258858061,-0.00200646029347,-0.00200646029347,0.0779089546368,0.212912234151,1.86077895276,1.86077895276,3.42558199704,1.15784758981,-0.0296407761423,-0.00526181579418,-0.00373634058418,-0.000458363922129,
later,2018-01,2018-01,2018-01-01,logistic_l2,DPB,Promise + both profile blocks,full,raw,raw,none,35981,96cab33fe9aa2c645b95d864cd8ad73f21f028817e839c487b423b134b3104f9,57943f75a2d0f9777a4efa05946db9096d4f33b3b726106f0f1aee51573a8f05,sha256_pickle_protocol_5_fitted_wrapper,7069,403,0.0570094780025,0.20632080035,0.0521303101206,0.128738075356,0.688136307427,3.27034529167,2.50584898972,0.250620347395,-0.0911194650264,0.933844777076,0.00978790682322,,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6,logistic_l2,DPB,7069,0.0521303101206,2.50584898972,DPB-DP0,DP0,DP0,full,6,True,-0.0188355042404,-0.00146902299902,5,True,-0.0178964373712,-0.00140057680524,False,True,True,-0.0166763314017,-3.63404763384,True,False,True,-0.0194931043395,True,False,True,True,True,True,Supported,Supported,both_medians_improve_at_least_four_months_all_guards_pass,-0.0169258858061,-0.00200646029347,-0.00200646029347,0.0779089546368,0.212912234151,1.86077895276,1.86077895276,3.42558199704,1.15784758981,-0.0296407761423,-0.00526181579418,-0.00373634058418,-0.000458363922129,
later,2018-01,2018-01,2018-01-01,logistic_l2,DPG,Promise + geographic profiles,full,calibrated,calibrated,none,35981,96cab33fe9aa2c645b95d864cd8ad73f21f028817e839c487b423b134b3104f9,d44e1bb6074f7752424e2bf7de4a58936812aed0c1dd7dd20f4361b85d4b3947,sha256_pickle_protocol_5_fitted_wrapper,7069,403,0.0570094780025,0.209479847574,0.0524913905767,0.115881125147,0.670407363317,3.07214254672,2.80357362216,0.280397022333,-0.0743962367278,0.925497119727,0.00935348856106,,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6,logistic_l2,DPG,7069,0.0524913905767,2.80357362216,DPG-DP0,DP0,DP0,full,6,True,-0.0126256584508,-0.000678203167734,3,True,-0.0125311675792,-0.000651481391294,False,True,True,-0.0113356271504,-3.47809936608,True,False,True,-0.0132700613425,True,False,True,True,True,True,Mixed,Mixed,exactly_three_both_improved_months,-0.0137668385824,-0.00164537983728,-0.00164537983728,0.0650520044274,0.195183290041,2.1585035852,2.1585035852,3.44230522534,1.14949993246,-0.025098535661,-0.00389436859597,-0.00304178463459,-0.000477219520717,
later,2018-01,2018-01,2018-01-01,logistic_l2,DPG,Promise + geographic profiles,full,raw,raw,none,35981,96cab33fe9aa2c645b95d864cd8ad73f21f028817e839c487b423b134b3104f9,d44e1bb6074f7752424e2bf7de4a58936812aed0c1dd7dd20f4361b85d4b3947,sha256_pickle_protocol_5_fitted_wrapper,7069,403,0.0570094780025,0.209479847574,0.0524913905767,0.115881125147,0.670407363317,3.07214254672,2.80357362216,0.280397022333,-0.0743962367278,0.925497119727,0.00935348856106,,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6,logistic_l2,DPG,7069,0.0524913905767,2.80357362216,DPG-DP0,DP0,DP0,full,6,True,-0.0126256584508,-0.000678203167734,3,True,-0.0125311675792,-0.000651481391294,False,True,True,-0.0113356271504,-3.47809936608,True,False,True,-0.0132700613425,True,False,True,True,True,True,Mixed,Mixed,exactly_three_both_improved_months,-0.0137668385824,-0.00164537983728,-0.00164537983728,0.0650520044274,0.195183290041,2.1585035852,2.1585035852,3.44230522534,1.14949993246,-0.025098535661,-0.00389436859597,-0.00304178463459,-0.000477219520717,
later,2018-01,2018-01,2018-01-01,logistic_l2,DPS,Promise + seller profiles,full,calibrated,calibrated,none,35981,96cab33fe9aa2c645b95d864cd8ad73f21f028817e839c487b423b134b3104f9,79caf4f9a33a95b860427a8fede3db8a80fb3b9a6210fa8fcf2b17a79d859d02,sha256_pickle_protocol_5_fitted_wrapper,7069,403,0.0570094780025,0.221389962696,0.0539073402211,0.0708330132595,0.528800274568,1.78382470455,1.43900239014,0.143920595533,-1.5472264393,0.402267019005,0.013950909185,,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6,logistic_l2,DPS,7069,0.0539073402211,1.43900239014,DPS-DP0,DP0,DP0,full,6,True,-0.00415653020117,-0.00047411302235,6,True,-0.00388823165404,-0.000390794822282,False,True,True,-0.00754606386358,-3.46107307636,True,False,True,-0.00375374505547,True,True,True,True,True,True,Supported,Supported,both_medians_improve_at_least_four_months_all_guards_pass,-0.00185672346073,-0.000229430192901,-0.000229430192901,0.0200038925398,0.0535762012926,0.793932353179,0.793932353179,1.96947502276,0.626269831741,-0.00346745322287,6.29565578784e-05,-0.000441701157578,-7.6291170335e-06,
later,2018-01,2018-01,2018-01-01,logistic_l2,DPS,Promise + seller profiles,full,raw,raw,none,35981,96cab33fe9aa2c645b95d864cd8ad73f21f028817e839c487b423b134b3104f9,79caf4f9a33a95b860427a8fede3db8a80fb3b9a6210fa8fcf2b17a79d859d02,sha256_pickle_protocol_5_fitted_wrapper,7069,403,0.0570094780025,0.221389962696,0.0539073402211,0.0708330132595,0.528800274568,1.78382470455,1.43900239014,0.143920595533,-1.5472264393,0.402267019005,0.013950909185,,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6,logistic_l2,DPS,7069,0.0539073402211,1.43900239014,DPS-DP0,DP0,DP0,full,6,True,-0.00415653020117,-0.00047411302235,6,True,-0.00388823165404,-0.000390794822282,False,True,True,-0.00754606386358,-3.46107307636,True,False,True,-0.00375374505547,True,True,True,True,True,True,Supported,Supported,both_medians_improve_at_least_four_months_all_guards_pass,-0.00185672346073,-0.000229430192901,-0.000229430192901,0.0200038925398,0.0535762012926,0.793932353179,0.793932353179,1.96947502276,0.626269831741,-0.00346745322287,6.29565578784e-05,-0.000441701157578,-7.6291170335e-06,
later,2018-01,2018-01,2018-01-01,xgboost,DP0,Direct promise baseline,full,calibrated,calibrated,none,35981,96cab33fe9aa2c645b95d864cd8ad73f21f028817e839c487b423b134b3104f9,bd2590b6d8f4b87eb5104ed856babb8a2983cfde7a82547f93bd4f7a059f1ab1,sha256_pickle_protocol_5_fitted_wrapper,7069,403,0.0570094780025,0.220713443132,0.0539458226024,0.0579271016991,0.493400828917,1.33786852841,1.19089852977,0.119106699752,-5.67757799446,-0.92896485249,0.0167570765095,,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6,xgboost,DP0,7069,0.0539458226024,1.19089852977,DP0_reference,,,,,,,,,,,,,,,,,,,,,,,,,,,Reference,Reference,,,,,,,,,,,,,,,
later,2018-01,2018-01,2018-01-01,xgboost,DP0,Direct promise baseline,full,raw,raw,none,35981,96cab33fe9aa2c645b95d864cd8ad73f21f028817e839c487b423b134b3104f9,bd2590b6d8f4b87eb5104ed856babb8a2983cfde7a82547f93bd4f7a059f1ab1,sha256_pickle_protocol_5_fitted_wrapper,7069,403,0.0570094780025,0.220713443132,0.0539458226024,0.0579271016991,0.493400828917,1.33786852841,1.19089852977,0.119106699752,-5.67757799446,-0.92896485249,0.0167570765095,,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6,xgboost,DP0,7069,0.0539458226024,1.19089852977,DP0_reference,,,,,,,,,,,,,,,,,,,,,,,,,,,Reference,Reference,,,,,,,,,,,,,,,
